Accession	Name	Source Database	Type	Integrated Into	Integrated Signatures	GO Terms
IPR000331	Rap/Ran-GAP domain	interpro	domain		PS50085,PF02145	GO:0005096,GO:0051056
IPR000332	Beta 2 adrenoceptor	interpro	family		cd15957,PR00562	GO:0004941,GO:0006940,GO:0007189,GO:0097746,GO:0016020
IPR000333	Ser/Thr protein kinase, TGFB receptor	interpro	family		PTHR23255,PR00653	GO:0004675,GO:0005524,GO:0007178,GO:0016020
IPR000334	Glycoside hydrolase, family 45	interpro	domain		PS01140,PF02015	GO:0008810,GO:0005975
IPR000335	Bleomycin resistance protein	interpro	family		PF19581,cd08349,PR00311	GO:0046677
IPR000336	Flavivirus/Alphavirus glycoprotein, immunoglobulin-like domain superfamily	interpro	homologous_superfamily		G3DSA:2.60.40.350	
IPR000337	GPCR, family 3	interpro	family		PR00248	GO:0004930,GO:0007186,GO:0016020
IPR000340	Dual specificity phosphatase, catalytic domain	interpro	domain		PF00782	GO:0016311
IPR000341	Phosphatidylinositol 3-kinase Ras-binding (PI3K RBD) domain	interpro	domain		PS51546,PF00794,SM00144	
IPR000343	Glutamyl-tRNA reductase	interpro	family		MF_00087,PIRSF000445,TIGR01035	GO:0008883,GO:0050661,GO:0033014
IPR000344	7TM GPCR, serpentine receptor class a (Sra)	interpro	family		PR00697,PF02117	GO:0004930,GO:0007606,GO:0016020
IPR000346	Hyperglycemic hormone type 1	interpro	family		PR00548	GO:0005184,GO:0005576
IPR000347	Metallothionein, family 15, plant	interpro	family		PTHR33543,PF01439	GO:0046872
IPR000349	Large envelope protein S	interpro	family		MF_04075,PF00695	GO:0016032
IPR000351	Neuropeptide Y1 receptor	interpro	family		PR01013	GO:0004983,GO:0007186,GO:0016020
IPR000352	Peptide chain release factor class I	interpro	domain		PS00745,PF00472	GO:0003747,GO:0006415
IPR000353	MHC class II, beta chain, N-terminal	interpro	domain		SM00921,PF00969	GO:0006955,GO:0019882,GO:0016020,GO:0042613
IPR000354	Involucrin repeat	interpro	repeat		PF00904	GO:0031424,GO:0005737
IPR000355	Chemokine receptor family	interpro	family		PR00657	GO:0004950,GO:0006935,GO:0007186,GO:0016020
IPR000356	P2Y2 purinoceptor	interpro	family		PR00594	GO:0045028,GO:0007200,GO:0070257,GO:0097746,GO:0016020
IPR000357	HEAT repeat	interpro	repeat		PF02985	GO:0005515
IPR000358	Ribonucleotide reductase small subunit family	interpro	family		PIRSF000355,PTHR23409,PF00268	GO:0009263
IPR000361	FeS cluster biogenesis	interpro	domain		PF01521	
IPR000362	Fumarate lyase family	interpro	family		PR00149	
IPR000363	Alpha 1D adrenoceptor	interpro	family		PR00240	GO:0004937,GO:0007186,GO:0016020
IPR000366	GPCR fungal pheromone mating factor, STE2	interpro	family		PTHR28009,PF02116,PR00250	GO:0004932,GO:0007186,GO:0016020
IPR000367	G-protein alpha subunit, group S	interpro	family		PR00443	GO:0003924,GO:0005525,GO:0031683,GO:0007186
IPR000368	Sucrose synthase	interpro	domain		PF00862	GO:0016157,GO:0005985
IPR000369	Potassium channel, voltage-dependent, beta subunit, KCNE	interpro	family		PR00168,PF02060,PTHR15282	GO:0005249,GO:0006811,GO:0016020
IPR000370	Prostacyclin (prostanoid IP) receptor	interpro	family		PR00856	GO:0007186,GO:0016020
IPR000371	P2Y3 purinoceptor	interpro	family		PR01065	GO:0045028,GO:0007200,GO:0016020
IPR000372	Leucine-rich repeat N-terminal domain	interpro	domain		PF01462,SM00013	
IPR000374	Phosphatidate cytidylyltransferase	interpro	family		PS01315	GO:0016772,GO:0016020
IPR000375	Dynamin stalk domain	interpro	domain		PF01031	
IPR000376	Prostaglandin D receptor	interpro	family		PR00854	GO:0004956,GO:0007186,GO:0016020
IPR000377	5-Hydroxytryptamine 2C receptor	interpro	family		PR00517	GO:0004993,GO:0007186,GO:0007626,GO:0007631,GO:0005886
IPR000378	Opsin red/green sensitive	interpro	family		PR00575	GO:0007186,GO:0007601,GO:0007602,GO:0016020
IPR000380	DNA topoisomerase, type IA	interpro	family		PTHR42785,PTHR11390	GO:0003677,GO:0003917,GO:0006265
IPR000381	Inhibin, beta B subunit, C-terminal	interpro	domain		cd19405	
IPR000382	Peptidase S39B, luteovirus	interpro	domain		PS51868,PF02122	GO:0004252,GO:0016032,GO:0016020
IPR000383	Xaa-Pro dipeptidyl-peptidase-like domain	interpro	domain		PF02129	GO:0016787
IPR000385	MoaA/NifB/PqqE, iron-sulphur binding, conserved site	interpro	conserved_site		PS01305	GO:0003824,GO:0046872,GO:0051539
IPR000386	Haemagglutinin, influenzavirus B	interpro	family		PR00331	GO:0046789,GO:0019064,GO:0019031
IPR000387	Tyrosine-specific protein phosphatases domain	interpro	domain		PS50056	GO:0016311
IPR000388	ATP-binding cassette sub-family C member 8/9	interpro	family		PR01092	GO:0005524,GO:0008281,GO:0006813,GO:0016020
IPR000389	Small hydrophilic plant seed protein	interpro	family		PTHR34671	
IPR000390	Small drug/metabolite transporter protein family	interpro	family		PTHR30561	GO:0022857,GO:0016020
IPR000391	Ring-hydroxylating dioxygenase beta subunit	interpro	family		cd00667,PTHR41534,PF00866	
IPR000392	NifH/frxC family	interpro	family		PS51026,PIRSF000363,PTHR42864,PF00142	GO:0005524,GO:0016491
IPR000393	Neuropeptide Y5 receptor	interpro	family		cd15398,PR01016	GO:0004983,GO:0007186,GO:0016020
IPR000394	RNA polymerase sigma factor 54	interpro	family		PIRSF000774,PTHR32248,PS00718,PS00717,PF00309,TIGR02395,PR00045	GO:0001216,GO:0016987
IPR000395	Botulinum/Tetanus toxin, catalytic chain	interpro	domain		PR00760,PF01742	GO:0004222,GO:0008270,GO:0006508
IPR000396	Cyclic-AMP phosphodiesterase, class-II	interpro	family		cd07735,PTHR28283,PIRSF000962,PR00388,PF02112	GO:0004115,GO:0006198
IPR000397	Heat shock protein Hsp33	interpro	family		cd00498,PTHR30111,MF_00117,PF01430,PIRSF005261	GO:0051082,GO:0006457,GO:0005737
IPR000398	Thymidylate synthase	interpro	family		MF_00008,PR00108,TIGR03284	GO:0004799,GO:0006231
IPR000399	TPP-binding enzyme, conserved site	interpro	conserved_site		PS00187	GO:0000287,GO:0030976
IPR000400	Glycoside hydrolase, family 46	interpro	family		cd00978,PS60000,PF01374,PIRSF036551	GO:0016977,GO:0005975,GO:0005576
IPR000401	[Phe13]-bombesin receptor	interpro	family		PR00638	
IPR000402	Sodium/potassium-transporting ATPase subunit beta	interpro	family		TIGR01107,PS00390,PS00391,PTHR11523,PF00287	GO:0006813,GO:0006814,GO:0005890
IPR000403	Phosphatidylinositol 3-/4-kinase, catalytic domain	interpro	domain		PS50290,PF00454,SM00146	
IPR000404	Flavivirus non-structural protein NS4A	interpro	domain		PF01350	GO:0016032,GO:0016070,GO:0044423
IPR000405	Galanin receptor family	interpro	family		PR00663	GO:0007186,GO:0016020
IPR000406	Rho protein GDP-dissociation inhibitor	interpro	family		PF02115,PTHR10980,PR00492	GO:0005094,GO:0005515,GO:0007266,GO:0005737
IPR000407	Nucleoside phosphatase GDA1/CD39	interpro	family		PS01238,PTHR11782,PF01150	GO:0016787
IPR000408	Regulator of chromosome condensation, RCC1	interpro	repeat		PS50012,PS00626,PS00625,PR00633,PF00415	
IPR000409	BEACH domain	interpro	domain		cd06071,SM01026,PS50197,PF02138	
IPR000412	ABC-2 transporter	interpro	family		PIRSF006648,PR00164	GO:0140359,GO:0055085,GO:0016020,GO:0043190
IPR000413	Integrin alpha chain	interpro	family		PR01185	GO:0007155,GO:0008305
IPR000415	Nitroreductase-like	interpro	homologous_superfamily		SSF55469,G3DSA:3.40.109.10	GO:0016491
IPR000416	Haemagglutinin outer capsid protein VP4, concanavalin-like domain	interpro	domain		PF00426	GO:0019058,GO:0019028
IPR000417	Hydroxyethylthiazole kinase	interpro	family		cd01170,MF_00228,PF02110,TIGR00694,PR01099,PIRSF000513	GO:0000287,GO:0004417,GO:0005524,GO:0009228
IPR000418	Ets domain	interpro	domain		PS50061,PS00346,PS00345,SM00413,PF00178,PR00454	GO:0003700,GO:0043565,GO:0006355
IPR000420	Cell wall mannoprotein PIR repeat	interpro	repeat		PS50256,PS00929,PF00399	GO:0005199,GO:0005618
IPR000421	Coagulation factor 5/8, C-terminal domain	interpro	domain		PS50022,PS01286,PS01285,cd00057,SM00231,PF00754	
IPR000422	3,4-dihydroxy-2-butanone 4-phosphate synthase, RibB	interpro	family		MF_00180,PF00926,TIGR00506	GO:0008686,GO:0009231
IPR000424	Primosome PriB/single-strand DNA-binding	interpro	family		cd04496,PS50935,PF00436	GO:0003697
IPR000425	Major intrinsic protein	interpro	family		PR00783,cd00333,PF00230,TIGR00861	GO:0015267,GO:0055085,GO:0016020
IPR000426	Proteasome alpha-subunit, N-terminal domain	interpro	domain		PS00388,SM00948,PF10584	GO:0006511,GO:0019773
IPR000427	Papillomavirus E2, C-terminal	interpro	domain		PF00511	GO:0003677,GO:0003700,GO:0006275,GO:0006355,GO:0042025
IPR000428	Copper ion binding protein	interpro	family		PR00944	GO:0005507,GO:0006825
IPR000429	Proteinase inhibitor I14, hirudin	interpro	family		PR00777,PF00713,PIRSF001640	GO:0004867
IPR000431	5-Hydroxytryptamine 5B receptor	interpro	family		PR00519	GO:0004993,GO:0007186,GO:0016020
IPR000432	DNA mismatch repair protein MutS, C-terminal	interpro	domain		PS00486,PF00488,SM00534	GO:0005524,GO:0030983,GO:0006298
IPR000433	Zinc finger, ZZ-type	interpro	domain		PS50135,PS01357,PF00569,SM00291	GO:0008270
IPR000434	Polycystic kidney disease type 1 protein	interpro	family		PR00500	GO:0016020
IPR000435	Tektins	interpro	family		PTHR19960,PR00511	GO:0060294
IPR000436	Sushi/SCR/CCP domain	interpro	domain		PS50923,cd00033,SM00032,PF00084	
IPR000438	Acetyl-CoA carboxylase carboxyl transferase, beta subunit	interpro	family		MF_01395,TIGR00515,PR01070	GO:0003989,GO:0006633,GO:0009317
IPR000439	Large ribosomal subunit protein eL15	interpro	family		SM01384,PF00827,PTHR11847	GO:0003735,GO:0006412,GO:0005840
IPR000440	NADH:ubiquinone/plastoquinone oxidoreductase, chain 3	interpro	family		PF00507,PTHR11058	GO:0008137
IPR000443	Islet amyloid polypeptide	interpro	family		PR00818	GO:0005179,GO:0005576
IPR000445	Helix-hairpin-helix motif	interpro	conserved_site		PF00633	GO:0003677
IPR000447	FAD-dependent glycerol-3-phosphate dehydrogenase	interpro	family		PS00977,PTHR11985,PR01001	GO:0004368,GO:0006072
IPR000448	Rhabdovirus nucleocapsid	interpro	domain		PF00945	
IPR000450	5-Hydroxytryptamine 1F receptor	interpro	family		cd15334	
IPR000451	NF-kappa-B/Dorsal	interpro	family		PTHR24169,PR00057	GO:0003700,GO:0006355,GO:0005737
IPR000452	Kappa opioid receptor	interpro	family		PR00532	GO:0038048,GO:0007186,GO:0016020
IPR000453	Chorismate synthase	interpro	family		cd07304,MF_00300,PIRSF001456,PTHR21085,TIGR00033,PF01264	GO:0004107,GO:0009073
IPR000454	ATP synthase, F0 complex, subunit C	interpro	family		PTHR10031,MF_01396,PR00124	GO:0015078,GO:0015986,GO:0045263
IPR000455	5-Hydroxytryptamine 2A receptor	interpro	family		PR00516	GO:0004993,GO:0007186,GO:0005886
IPR000456	Large ribosomal subunit protein bL17	interpro	family		MF_01368,PTHR14413,TIGR00059,PF01196	GO:0003735,GO:0006412,GO:0005840
IPR000458	Mucin-like glycoprotein	interpro	family		PF01456	
IPR000460	Neuroligin	interpro	family		PR01090	GO:0042043,GO:0016020
IPR000462	CDP-alcohol phosphatidyltransferase	interpro	family		PF01066	GO:0016780,GO:0008654,GO:0016020
IPR000463	Cytosolic fatty-acid binding	interpro	domain		PS00214,PR00178	GO:0008289
IPR000465	XPA/RAD14	interpro	family		PTHR10142,TIGR00598	GO:0003684,GO:0006289
IPR000466	Adenosine A3 receptor	interpro	family		PR00555	GO:0007186,GO:0016020
IPR000467	G-patch domain	interpro	domain		PS50174,PF01585,SM00443	GO:0003676
IPR000468	Barstar (barnase inhibitor)	interpro	domain		PF01337	
IPR000469	G-protein alpha subunit, group 12/13	interpro	family		PR00440	GO:0001664,GO:0003924,GO:0007186,GO:0007266
IPR000470	CbxX/CfxQ, monofunctional	interpro	family		TIGR02880,PR00820	GO:0005524
IPR000471	Interferon alpha/beta/delta	interpro	family		cd00095,SM00076,PTHR11691,PF00143,PS00252,PR00266	GO:0005126,GO:0006952,GO:0005576
IPR000472	Activin types I and II receptor domain	interpro	domain		PF01064	GO:0004675,GO:0016020
IPR000473	Large ribosomal subunit protein bL36	interpro	family		PTHR42888,PS00828,MF_00251,TIGR01022,PF00444	GO:0003735,GO:0006412,GO:0005840
IPR000475	Retroviral Vif (Viral infectivity) protein	interpro	family		PF00559,MF_04081,PR00349	GO:0019058
IPR000476	Glycoprotein hormone alpha chain	interpro	family		PS00780,PS00779,SM00067,PTHR11509,PF00236,PR00274,PS50277	GO:0005179,GO:0005576
IPR000477	Reverse transcriptase domain	interpro	domain		PS50878,PF00078	
IPR000479	Cation-independent mannose-6-phosphate receptor repeat	interpro	repeat		PF00878	GO:0005537,GO:0038023,GO:0007041
IPR000480	Glutelin	interpro	family		PR00211	GO:0045735
IPR000481	GPCR fungal pheromone B alpha receptor	interpro	family		PR00901	GO:0004934,GO:0007186,GO:0016020
IPR000482	5-Hydroxytryptamine 2B receptor	interpro	family		PR00651	GO:0004993,GO:0006939,GO:0007186,GO:0007507,GO:0042310,GO:0050795,GO:0016020
IPR000483	Cysteine-rich flanking region, C-terminal	interpro	domain		PF01463,SM00082	
IPR000484	Photosynthetic reaction centre, L/M	interpro	family		PF00124,PR00256	GO:0045156,GO:0009772,GO:0019684
IPR000485	AsnC-type HTH domain	interpro	domain		PF13404,PS50956,PR00033	GO:0043565
IPR000486	Extradiol ring-cleavage dioxygenase, class I /II	interpro	conserved_site		PS00082	GO:0003824,GO:0008198
IPR000487	Non-structural protein NS2B, flavivirus	interpro	domain		PS51527,PF01002	GO:0004252,GO:0044423
IPR000488	Death domain	interpro	domain		PS50017,SM00005,PF00531	GO:0005515,GO:0007165
IPR000489	Pterin-binding domain	interpro	domain		PS50972,PS00793,PS00792,PF00809	GO:0042558
IPR000490	Glycoside hydrolase family 17	interpro	family		PS00587,PF00332	GO:0004553,GO:0005975
IPR000491	Inhibin, beta A subunit	interpro	family		PR00670	GO:0005179,GO:0005576
IPR000492	Protamine-2	interpro	family		PF00841,PTHR21341	GO:0003677,GO:0007286,GO:0051276
IPR000493	Inositol 1,4,5-trisphosphate receptor	interpro	family		PR00779	GO:0005220,GO:0070679,GO:0006816,GO:0005783
IPR000494	Receptor L-domain	interpro	domain		PF01030	
IPR000496	Bradykinin receptor family	interpro	family		PR00425	GO:0004947,GO:0007186,GO:0016020
IPR000497	Dopamine D5 receptor	interpro	family		PR00566	GO:0004952,GO:0007189,GO:0005886
IPR000498	Outer membrane protein OmpA-like, transmembrane domain	interpro	domain		PF01389	GO:0009279,GO:0016020
IPR000499	Endothelin receptor family	interpro	family		PR00366	GO:0004962,GO:0007186,GO:0008217,GO:0042310,GO:0048484,GO:0016020
IPR000500	Connexin	interpro	family		PTHR11984,PR00206	GO:0007154,GO:0005922
IPR000501	Tripartite terminase subunit 1	interpro	family		MF_04014,PF01366	GO:0019073
IPR000502	Muscarinic acetylcholine receptor M5	interpro	family		PR00542	GO:0016907,GO:0001696,GO:0007186,GO:0005886
IPR000503	Histamine H2 receptor	interpro	family		PR00531	GO:0004969,GO:0001696,GO:0007186,GO:0045907,GO:0016020
IPR000504	RNA recognition motif domain	interpro	domain		PF16367,PF00076,PS50102,SM00360	GO:0003723
IPR000505	5-Hydroxytryptamine 1D receptor	interpro	family		PR00514	GO:0004993,GO:0006939,GO:0007186,GO:0007268,GO:0040012,GO:0042310,GO:0050795,GO:0005886
IPR000506	Ketol-acid reductoisomerase, C-terminal	interpro	domain		PF01450,PS51851	GO:0004455,GO:0009082
IPR000507	Beta 1 adrenoceptor	interpro	family		PR00561	GO:0004940,GO:0007189,GO:0045823,GO:0016020
IPR000509	Large ribosomal subunit protein eL36	interpro	family		PS01190,PTHR10114,PF01158	GO:0003735,GO:0006412,GO:0005840
IPR000510	Nitrogenase/oxidoreductase, component 1	interpro	domain		PF00148	GO:0016491
IPR000511	Holocytochrome c/c1 synthase	interpro	family		PS00822,PS00821,PTHR12743,PF01265	GO:0004408,GO:0005739
IPR000512	Diphtheria toxin (NAD+-dipthamide ADP-ribosyltransferase)	interpro	family		PIRSF000490,PR00769	GO:0047286,GO:0090729,GO:0005615
IPR000514	Glycoside hydrolase, family 39	interpro	family		PR00745	GO:0004553,GO:0005975
IPR000515	ABC transporter type 1, transmembrane domain MetI-like	interpro	domain		PS50928,cd06261,PF00528	GO:0055085,GO:0016020
IPR000516	Nickel-dependent hydrogenase b-type cytochrome subunit	interpro	family		PS00883,PS00882,TIGR02125,PR00161	GO:0005506,GO:0009055,GO:0016020
IPR000518	Metallothionein, family 14, prokaryote	interpro	family		PF02069,PR00859	GO:0046872
IPR000519	P-type trefoil domain	interpro	domain		cd00111,PS51448,PF00088,SM00018	
IPR000522	ABC transporter, permease protein, BtuC-like	interpro	family		PTHR30472,PF01032	GO:0022857,GO:0016020
IPR000523	Magnesium chelatase ChlI-like, catalytic domain	interpro	domain		PF01078	GO:0005524
IPR000524	Transcription regulator HTH, GntR	interpro	domain		cd07377,PS50949,PF00392,SM00345,PR00035	GO:0003700,GO:0006355
IPR000525	Initiator Rep protein, WH1 domain	interpro	domain		PF01051	GO:0003887,GO:0006270
IPR000526	Auxin-binding protein	interpro	family		PTHR37236,PR00655,PF02041	GO:0010011
IPR000527	Flagellar L-ring protein	interpro	family		PTHR34933,MF_00415,PF02107,PR01008	GO:0003774,GO:0071973,GO:0009427
IPR000528	Plant non-specific lipid-transfer protein/Par allergen	interpro	family		PTHR33076,PS00597,PR00382	GO:0008289,GO:0006869
IPR000529	Small ribosomal subunit protein bS6	interpro	family		TIGR00166,PTHR21011,PF01250	GO:0003735,GO:0019843,GO:0006412,GO:0005840
IPR000530	Small ribosomal subunit protein eS12	interpro	family		PR00972	GO:0003735,GO:0006412,GO:0005840
IPR000531	TonB-dependent receptor-like, beta-barrel	interpro	domain		PF00593	
IPR000532	Glucagon/GIP/secretin/VIP	interpro	domain		PS00260,PF00123,SM00070,PR00275	GO:0005179,GO:0005576
IPR000533	Tropomyosin	interpro	family		PS00326,PR00194,PF00261	
IPR000534	Semialdehyde dehydrogenase, NAD-binding	interpro	domain		SM00859,PF01118	GO:0016620,GO:0051287
IPR000535	Major sperm protein (MSP) domain	interpro	domain		PS50202,PF00635	
IPR000536	Nuclear hormone receptor, ligand-binding domain	interpro	domain		PF00104,SM00430,PS51843	
IPR000537	UbiA prenyltransferase	interpro	family		PF01040	GO:0016765,GO:0016020
IPR000538	Link domain	interpro	domain		PS01241,PS50963,PF00193,SM00445,PR01265	GO:0005540,GO:0007155
IPR000539	Frizzled/Smoothened, 7TM	interpro	domain		SM01330,PF01534,PR00489	GO:0007166,GO:0016020
IPR000540	Flagellar motor protein MotA, conserved site	interpro	conserved_site		PS01307	
IPR000541	Cytoplasmic tRNA 2-thiolation protein 1	interpro	family		MF_03053,TIGR00269	GO:0000049,GO:0002098,GO:0034227
IPR000542	Acyltransferase ChoActase/COT/CPT	interpro	family		PS00440,PS00439,PTHR22589	GO:0016746
IPR000544	Octanoyltransferase	interpro	family		cd16444,MF_00013,PIRSF016262,TIGR00214	GO:0033819,GO:0009249
IPR000545	Lactalbumin	interpro	family		PR00136	GO:0004461,GO:0005509,GO:0005989
IPR000547	Clathrin, heavy chain/VPS, 7-fold repeat	interpro	repeat		PS50236,PF00637,SM00299	GO:0006886,GO:0016192
IPR000548	Myelin basic protein	interpro	family		PS00569,PF01669,PR00212,PTHR11429	GO:0019911
IPR000549	Photosystem I reaction center subunit V/PsaK	interpro	family		PS01026,PF01241	GO:0015979,GO:0009522,GO:0016020
IPR000550	7,8-Dihydro-6-hydroxymethylpterin-pyrophosphokinase, HPPK	interpro	domain		cd00483,PS00794,TIGR01498,PF01288	GO:0003848,GO:0009396
IPR000551	MerR-type HTH domain	interpro	domain		PF13411,PF00376,PS50937,PS00552,SM00422,PR00040	GO:0003677,GO:0006355
IPR000552	Large ribosomal subunit protein eL42	interpro	family		PTHR10369,PS01172,MF_01476,PF00935	GO:0003735,GO:0006412,GO:0005840
IPR000554	Small ribosomal subunit protein eS7	interpro	family		PF01251,PTHR11278	GO:0003735,GO:0006412,GO:0005840
IPR000555	JAB1/MPN/MOV34 metalloenzyme domain	interpro	domain		SM00232,PF01398	GO:0005515,GO:0008233,GO:0008237
IPR000556	Glycoside hydrolase, 48F	interpro	family		PF02011,PR00844	GO:0004553,GO:0008810,GO:0030245
IPR000557	Calponin repeat	interpro	repeat		PS01052,PS51122,PF00402	
IPR000558	Histone H2B	interpro	family		PTHR23428,PR00621,SM00427	GO:0003677,GO:0030527,GO:0000786
IPR000559	Formate-tetrahydrofolate ligase, FTHFS	interpro	family		cd00477,MF_01543,PF01268	GO:0004329,GO:0005524
IPR000560	Histidine phosphatase superfamily, clade-2	interpro	family		cd07061,PF00328	
